公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
2379 瑞昱,2010/6/30,"16,717,957",13.82,"33,911,358",23G
2380 虹光,2010/6/30,"4,214,623",54.85,"4,417,331",23C
2382 廣達,2010/6/30,"109,059,946",9.67,"224,202,011",23A
2383 台光電,2010/6/30,"4,488,679",8.25,"7,481,509",23B
2385 群光,2010/6/30,"14,053,112",11.69,"42,512,025",23C
2387 精元,2010/6/30,"7,687,001",6.97,"11,728,932",23C
2388 威盛,2010/6/30,"8,285,618",,"24,961,132",23G
2390 云辰,2010/6/30,"2,699,105",,"2,389,863",23C
2392 正崴,2010/6/30,"18,799,667",18.1,"23,753,600",23D
2393 億光,2010/6/30,"14,676,212",13.23,"34,707,193",23C
2395 研華,2010/6/30,"11,883,101",14.17,"34,116,391",23B
2397 友通,2010/6/30,"2,761,336",17.2,"3,977,938",23B
2399 映泰,2010/6/30,"2,648,440",9.29,"3,686,670",23B
2401 凌陽,2010/6/30,"13,740,470",15.58,"13,460,298",23G
2402 毅嘉,2010/6/30,"5,832,682",,"5,314,452",23B
2404 漢唐,2010/6/30,"4,365,657",11.94,"7,682,803",23H
2405 浩鑫,2010/6/30,"4,093,863",,"8,381,360",23B
2406 國碩,2010/6/30,"3,447,206",29.66,"8,227,877",23C
2408 南亞科,2010/6/30,"35,082,888",,"86,659,263",
2409 友達,2010/6/30,"293,005,449",16.78,"254,218,896",23C
2412 中華電,2010/6/30,"363,988,720",13.11,"619,626,031",23K
2413 環科,2010/6/30,"2,456,802",33.69,"2,116,032",23D
2414 精技,2010/6/30,"2,859,099",10.28,"3,039,291",23T
2415 錩新,2010/6/30,"1,616,440",72.88,"1,363,037",23U
2417 圓剛,2010/6/30,"5,221,965",13.14,"9,521,516",23B
2419 仲琦,2010/6/30,"2,092,746",13.03,"3,214,172",23E
2420 新巨,2010/6/30,"2,161,483",9.5,"3,774,353",
2421 建準,2010/6/30,"3,805,743",9.67,"6,757,740",23D
2423 固緯,2010/6/30,"1,525,104",10.57,"2,177,431",23H
2424 隴華,2010/6/30,"310,030",,"596,000",23B
2425 承啟,2010/6/30,"948,803",35.16,"1,367,086",23G
2426 鼎元,2010/6/30,"4,574,560",133.72,"7,492,209",23C
2427 三商電,2010/6/30,"2,112,494",,"2,293,284",23X
2428 興勤,2010/6/30,"2,966,327",9.99,"5,753,227",23D
2429 銘旺科,2010/6/30,"465,541",,"1,995,500",23B
2430 燦坤,2010/6/30,"2,664,297",11.04,"7,729,499",23T
2431 聯昌,2010/6/30,"1,652,201",8.83,"1,947,354",23D
2433 互盛電,2010/6/30,"3,175,148",9.52,"3,056,090",23T
2434 統懋,2010/6/30,"1,270,272",,"2,173,080",23D
2436 偉詮電,2010/6/30,"2,928,119",27.28,"5,392,580",23G
2438 翔耀,2010/6/30,"469,767",,"363,148",23D
2439 美律,2010/6/30,"4,316,011",9.06,"6,968,098",23U
2440 太空梭,2010/6/30,"1,598,958",15.86,"1,627,669",23D
2441 超豐,2010/6/30,"10,393,921",8.17,"16,747,107",23G
2442 新美齊,2010/6/30,"1,719,385",10.88,"1,797,400",23C
2443 億麗,2010/6/30,"4,012,692",80.88,"2,265,837",23C
2444 兆勁,2010/6/30,"1,176,620",,"1,907,585",23E
2449 京元電子,2010/6/30,"22,023,254",15.22,"16,517,781",23G
2450 神腦,2010/6/30,"4,065,029",11.72,"13,000,568",23T
2451 創見,2010/6/30,"16,523,400",10.66,"36,345,075",23G
2453 凌群,2010/6/30,"1,568,898",16.3,"1,770,000",23X
2454 聯發科,2010/6/30,"104,598,626",12.11,"493,317,763",23G
2455 全新,2010/6/30,"2,903,040",23.69,"10,548,762",23G
2456 奇力新,2010/6/30,"2,427,325",15.44,"4,719,272",23D
2457 飛宏,2010/6/30,"6,660,691",7.14,"11,990,507",23D
2458 義隆,2010/6/30,"5,962,369",26.59,"18,786,599",23G
2459 敦吉,2010/6/30,"4,288,268",6.11,"3,470,970",23T
2460 建通,2010/6/30,"2,861,108",9.39,"4,324,270",23D
2461 光群雷,2010/6/30,"3,252,500",20.16,"3,307,283",23C
2462 良得電,2010/6/30,"1,357,665",11.17,"3,384,150",23D
2464 盟立,2010/6/30,"2,883,242",10.74,"5,236,086",23H
2465 麗臺,2010/6/30,"1,003,363",,"2,013,344",23B
2466 冠西電,2010/6/30,"1,610,743",49.96,"3,984,660",23C
2467 志聖,2010/6/30,"2,293,513",11.12,"2,874,549",23H
2468 華經,2010/6/30,"1,078,666",24.41,"1,428,004",23X
2471 資通,2010/6/30,"694,968",33.6,"1,797,735",23X
2472 立隆電,2010/6/30,"3,111,961",16.11,"2,704,745",23D
2474 可成,2010/6/30,"32,529,898",13.9,"46,543,560",23D
2476 鉅祥,2010/6/30,"4,973,388",10.5,"5,912,157",23D
2477 美隆電,2010/6/30,"3,803,066",14.01,"3,104,026",23U
2478 大毅,2010/6/30,"4,299,020",11.17,"6,867,409",23D
2480 敦陽科,2010/6/30,"2,581,519",14.14,"3,922,025",23X
2481 強茂,2010/6/30,"7,923,001",12.1,"9,792,653",23D
2482 連宇,2010/6/30,"838,776",43.63,"1,272,476",23C
2483 百容,2010/6/30,"2,352,868",14.51,"1,923,048",23D
2484 希華,2010/6/30,"2,773,687",,"1,975,042",23D
2485 兆赫,2010/6/30,"6,225,401",14.48,"15,312,610",23K
2486 一詮,2010/6/30,"4,483,372",14.91,"8,764,475",23D
2488 漢平,2010/6/30,"1,646,730",12.59,"1,444,986",23U
2489 瑞軒,2010/6/30,"17,394,455",12.13,"21,788,865",23C
2491 吉祥全,2010/6/30,"3,118,315",,"478,962",23C
2492 華新科,2010/6/30,"28,341,407",5.05,"11,353,767",23D
2493 揚博,2010/6/30,"2,009,484",26.02,"1,819,548",23H
2495 普安,2010/6/30,"4,253,585",20.92,"12,036,411",23C
2496 卓越,2010/6/30,"159,950",,"247,150",23K
2497 怡利電,2010/6/30,"830,331",,"2,302,229",23U
2498 宏達電,2010/6/30,"56,355,688",13.47,"332,792,050",23K
2501 國建,2010/6/30,"19,617,196",16.07,"18,718,620",25A
2504 國產,2010/6/30,"24,164,370",28.58,"20,646,640",11B
2505 國揚,2010/6/30,"4,966,697",,"8,254,490",25A
2506 太設,2010/6/30,"5,530,828",6.37,"3,636,691",25A
2509 全坤建,2010/6/30,"3,138,072",14.32,"3,602,020",25A
2511 太子,2010/6/30,"12,601,713",5.46,"13,314,949",25A
2514 龍邦,2010/6/30,"10,143,333",,"6,544,137",25A
2515 中工,2010/6/30,"19,207,631",22.77,"11,071,623",25B
2516 新建,2010/6/30,"2,335,459",4.02,"1,242,523",25B
2520 冠德,2010/6/30,"9,950,595",4.77,"10,693,456",25A
2524 京城,2010/6/30,"5,574,693",14.2,"8,594,357",25A
2527 宏璟,2010/6/30,"4,885,546",19.96,"4,405,988",25A
2528 皇普,2010/6/30,"982,989",,"1,450,000",25A
2530 華建,2010/6/30,"3,078,441",9.55,"3,110,165",25A
2534 宏盛,2010/6/30,"11,145,221",4.48,"9,009,776",25A
2535 達欣工,2010/6/30,"3,841,460",19.1,"5,185,538",25B
2536 宏普,2010/6/30,"8,729,257",9.12,"11,611,697",25A
2537 聯上發,2010/6/30,"865,798",90.39,"2,048,529",25A
2538 基泰,2010/6/30,"5,287,541",9.93,"5,268,559",25A
2539 櫻花建,2010/6/30,"1,512,275",107.2,"3,046,400",25A
2540 愛山林,2010/6/30,"67,883",,"60,550",25A
2542 興富發,2010/6/30,"14,658,567",5.78,"36,094,108",25A
2543 皇昌,2010/6/30,"1,890,925",,"1,096,284",25B
2545 皇翔,2010/6/30,"6,674,930",30.84,"15,747,619",25A
2546 根基,2010/6/30,"1,061,538",7.37,"2,028,625",25B
2547 日勝生,2010/6/30,"13,615,242",6.18,"17,189,288",25A
2548 華固,2010/6/30,"8,727,126",7.1,"19,522,047",25A
2597 潤弘,2010/6/30,"4,093,834",11.2,"6,723,000",25C
2601 益航,2010/6/30,"8,758,204",10.81,"14,302,060",26A
2603 長榮,2010/6/30,"61,621,422",,"62,630,150",26A
2605 新興,2010/6/30,"15,359,578",7.16,"21,396,646",26A
2606 裕民,2010/6/30,"27,424,265",9.13,"52,853,786",26A
2607 榮運,2010/6/30,"20,769,337",32.39,"23,957,315",
2608 嘉里大榮,2010/6/30,"6,375,203",21.81,"11,243,282",26C
2609 陽明,2010/6/30,"34,403,748",,"42,152,566",
2610 華航,2010/6/30,"50,632,734",19.44,"75,442,092",26D
2611 志信,2010/6/30,"2,589,946",26.42,"2,267,438",26C
2612 中航,2010/6/30,"9,015,405",11.83,"18,363,467",26A
2613 中櫃,2010/6/30,"2,252,973","1,149.07","1,713,269",26C
2614 東森,2010/6/30,"15,310,866",,"11,518,464",26A
2615 萬海,2010/6/30,"28,192,371",13.21,"42,042,014",26A
2616 山隆,2010/6/30,"2,211,157",9.81,"1,863,508",26C
2617 台航,2010/6/30,"9,246,814",15.58,"16,086,684",26A
2618 長榮航,2010/6/30,"41,683,371",12.33,"56,290,863",26D
2630 亞航,2010/6/30,"1,125,431",,,15D
2633 台灣高鐵,2010/6/30,"22,484,023",,"27,029,913",26B
2634 漢翔,2010/6/30,"6,023,340",,,99Z
2636 台驊投控,2010/6/30,"823,248",15.11,"1,452,614",26C
2637 慧洋-KY,2010/6/30,"6,332,139",8.87,"11,250,000",26A
2701 萬企,2010/6/30,"5,417,138",23.16,"4,553,960",27A
2702 華園,2010/6/30,"897,889",41.06,"2,029,699",27A
2704 國賓,2010/6/30,"8,036,389",67.37,"13,684,437",27A
2705 六福,2010/6/30,"3,802,827",,"5,427,507",27B
2706 第一店,2010/6/30,"5,884,409",24.92,"6,998,029",27A
2707 晶華,2010/6/30,"2,666,767",38.83,"28,713,300",27A
2712 遠雄來,2010/6/30,"2,613,596",,,27B
2722 夏都,2010/6/30,"800,623",52.07,"2,504,814",27A
2723 美食-KY,2010/6/30,"2,280,434",,,27A
2727 王品,2010/6/30,"1,120,300",,,27A
2801 彰銀,2010/6/30,"81,389,249",18.48,"91,589,756",28A
2809 京城銀,2010/6/30,"12,052,716",13.02,"11,195,642",28A
2812 台中銀,2010/6/30,"15,584,790",9.93,"11,962,968",28A
2816 旺旺保,2010/6/30,"2,472,000",,"5,694,000",28J
2820 華票,2010/6/30,"17,619,664",11.39,"12,382,091",28F
2823 中壽,2010/6/30,"20,458,239",14.47,"39,262,028",28I
2832 台產,2010/6/30,"4,724,284",12.72,"8,555,139",28J
2834 臺企銀,2010/6/30,"42,263,442",26.71,"32,925,583",28A
2836 高雄銀,2010/6/30,"9,584,776",16.05,"5,494,589",28A
2838 聯邦銀,2010/6/30,"19,742,869",6.81,"11,301,873",28A
2841 台開,2010/6/30,"4,487,169",11.33,"4,890,796",25B
2845 遠東銀,2010/6/30,"21,858,044",15.2,"19,918,109",28A
2849 安泰銀,2010/6/30,"18,339,558",25.47,"17,048,722",28A
2850 新產,2010/6/30,"5,536,992",3.81,"9,162,927",28J
2851 中再保,2010/6/30,"7,171,096",9.26,"8,985,375",28J
2852 第一保,2010/6/30,"3,776,859",8.32,"4,171,108",28J
2855 統一證,2010/6/30,"18,667,117",16.56,"18,852,725",30A
2867 三商壽,2010/6/30,"14,319,536",,,28I
2880 華南金,2010/6/30,"94,610,448",27.24,"116,351,184",28L
2881 富邦金,2010/6/30,"200,984,987",12.51,"293,846,600",28L
2882 國泰金,2010/6/30,"195,501,576",107.76,"464,685,640",28L
2883 開發金,2010/6/30,"125,575,971",12.21,"97,253,159",28L
2884 玉山金,2010/6/30,"52,763,342",15.08,"48,034,320",28L
2885 元大金,2010/6/30,"110,738,121",22.72,"140,571,522",28L
2886 兆豐金,2010/6/30,"190,308,820",13.92,"191,328,070",28L
2887 台新金,2010/6/30,"158,571,773",3.64,"66,547,738",28L
2888 新光金,2010/6/30,"79,916,442",,"87,332,436",28L
2889 國票金,2010/6/30,"28,614,149",10.37,"21,047,307",28L
2890 永豐金,2010/6/30,"84,038,439",27.26,"71,768,112",28L
2891 中信金,2010/6/30,"148,432,631",17.36,"166,573,721",28L
2892 第一金,2010/6/30,"100,881,063",54.83,"112,791,526",28L
2897 王道銀行,2010/6/30,"39,378,184",9.16,"16,351,061",28A
2901 欣欣,2010/6/30,"821,846",88.14,"1,826,075",29A
2903 遠百,2010/6/30,"28,286,629",11.55,"32,065,996",29A
2904 匯僑,2010/6/30,"822,197",10.86,"873,280",29B
2905 三商,2010/6/30,"9,936,717",,"8,931,960",29A
2906 高林,2010/6/30,"3,194,926",23.86,"3,285,126",29B
2908 特力,2010/6/30,"6,529,281",27.59,"9,774,485",29B
2910 統領,2010/6/30,"1,936,202",29.63,"4,633,695",29A
2911 麗嬰房,2010/6/30,"2,868,833",18.14,"5,571,426",29A
2912 統一超,2010/6/30,"20,690,230",15.77,"98,868,052",29A
2913 農林,2010/6/30,"10,719,032",,"10,320,000",
2915 潤泰全,2010/6/30,"13,351,063",35.45,"63,815,630",29A
3002 歐格,2010/6/30,"1,340,111",14.82,"2,228,700",23D
3003 健和興,2010/6/30,"2,358,569",12.09,"3,619,104",15D
3004 豐達科,2010/6/30,"138,745",5.15,"354,143",15D
3005 神基,2010/6/30,"11,922,790",8.99,"10,710,661",23A
3006 晶豪科,2010/6/30,"6,191,094",18.7,"14,014,818",23G
3008 大立光,2010/6/30,"14,103,650",20.47,"69,216,240",23U
3010 華立,2010/6/30,"7,428,684",7.92,"10,007,618",23T
3011 今皓,2010/6/30,"1,611,310",,"1,386,444",23D
3013 晟銘電,2010/6/30,"2,287,147",23.4,"4,664,409",23D
3014 聯陽,2010/6/30,"6,135,825",21.95,"10,110,500",23G
3015 全漢,2010/6/30,"5,437,051",7.85,"8,424,085",23D
3016 嘉晶,2010/6/30,"1,074,585",376.3,"3,004,355",23G
3017 奇鋐,2010/6/30,"5,638,611",9.56,"10,592,470",23D
3018 同開,2010/6/30,"453,256",25.5,"810,810",23H
3019 亞光,2010/6/30,"15,903,587",,"14,094,340",23U
3021 鴻名,2010/6/30,"889,747",20.62,"1,374,889",23X
3022 威強電,2010/6/30,"4,136,444",9.8,"8,102,978",23B
3023 信邦,2010/6/30,"3,416,207",13.92,"4,243,164",23D
3024 憶聲,2010/6/30,"5,137,053",14.85,"3,479,144",23C
3025 星通,2010/6/30,"934,913",19.61,"1,266,743",23E
3026 禾伸堂,2010/6/30,"8,368,744",14.63,"12,192,362",23D
3027 盛達,2010/6/30,"1,501,166",45.41,"2,151,450",23E
3028 增你強,2010/6/30,"4,005,210",12.28,"4,130,583",
3029 零壹,2010/6/30,"1,334,977",53.97,"3,314,761",23E
3030 德律,2010/6/30,"3,564,625",12.01,"8,762,072",23H
3031 佰鴻,2010/6/30,"3,262,708",14.78,"7,407,650",23C
3032 偉訓,2010/6/30,"1,647,171",8.38,"1,506,628",23D
3033 威健,2010/6/30,"3,507,136",8.94,"5,041,387",23T
3034 聯詠,2010/6/30,"19,929,884",10.52,"51,894,790",23G
3035 智原,2010/6/30,"5,986,559",21.63,"18,525,800",23G
3036 文曄,2010/6/30,"6,498,726",8.44,"8,433,324",23T
3037 欣興,2010/6/30,"45,571,545",11.34,"73,346,997",23B
3038 全台,2010/6/30,"1,671,162",,"2,111,070",23C
3040 遠見,2010/6/30,"1,760,605",31.42,"1,336,144",23Z
3041 揚智,2010/6/30,"5,684,284",12.55,"15,440,609",23G
3042 晶技,2010/6/30,"6,059,840",13.02,"14,574,441",23D
3043 科風,2010/6/30,"3,226,940",57.39,"8,795,904",23D
3044 健鼎,2010/6/30,"19,322,660",11.69,"56,822,160",23B
3045 台灣大,2010/6/30,"44,044,414",15.71,"249,720,773",23K
3046 建碁,2010/6/30,"1,276,860",,"1,857,416",23B
3047 訊舟,2010/6/30,"1,631,625",27.26,"2,794,498",23E
3048 益登,2010/6/30,"2,177,949",9.29,"2,666,205",23T
3049 和鑫,2010/6/30,"8,203,152",,"18,404,889",23C
3050 鈺德,2010/6/30,"2,806,072",,"2,823,449",23C
3051 力特,2010/6/30,"2,059,426",,"2,245,018",23C
3052 夆典,2010/6/30,"2,127,165",7.18,"2,663,229",
3054 立萬利,2010/6/30,"956,849",25.06,"1,292,090",23C
3055 蔚華科,2010/6/30,"2,937,098",9.77,"3,131,235",23H
3056 總太,2010/6/30,"997,505",,"1,802,901",25A
3057 喬鼎,2010/6/30,"1,633,957",22.25,"2,923,047",23C
3058 立德,2010/6/30,"2,065,613",11.9,"3,567,235",23D
3059 華晶科,2010/6/30,"11,420,236",6.53,"15,668,981",23U
3060 銘異,2010/6/30,"3,890,326",8.57,"7,443,696",23C
3062 建漢,2010/6/30,"4,740,674",34.34,"11,246,515",23E
3090 日電貿,2010/6/30,"1,560,291",14.27,"2,988,219",23T
3092 鴻碩,2010/6/30,"1,145,814",23.15,"2,141,930",23D
3094 聯傑,2010/6/30,"1,308,261",20.23,"3,626,080",23G
3130 一零四,2010/6/30,"1,067,390",17.51,"3,627,086",23K
3138 耀登,2010/6/30,"494,470",,"338,831",23D
3149 正達,2010/6/30,"1,819,508",519,"7,012,200",23C
3164 景岳,2010/6/30,"669,053",33.15,"4,791,399",17C
3167 大量,2010/6/30,"857,700",15.12,"1,569,525",23H
3189 景碩,2010/6/30,"19,053,387",11.79,"27,785,800",23B
3209 全科,2010/6/30,"1,128,128",8.83,"1,992,401",23T
3229 晟鈦,2010/6/30,"775,562",17.11,"904,056",23B
3231 緯創,2010/6/30,"54,398,003",7.6,"89,024,804",23A
3257 虹冠電,2010/6/30,"415,251",22,"1,776,000",23G
3266 昇陽,2010/6/30,"980,983",,"1,679,711",17C
3296 勝德,2010/6/30,"2,017,361",13.33,"4,427,871",
3305 昇貿,2010/6/30,"2,973,218",12.59,"5,031,164",23B
3308 聯德,2010/6/30,"1,516,909",19.37,"1,993,068",23D
3311 閎暉,2010/6/30,"5,404,291",10.04,"14,603,269",23D
3312 弘憶股,2010/6/30,"880,037",10.18,"1,749,807",23T
3321 同泰,2010/6/30,"503,964",,,23B
3338 泰碩,2010/6/30,"596,880",82.19,"403,736",23D
3356 奇偶,2010/6/30,"1,015,068",15.99,"5,269,688",23C
3376 新日興,2010/6/30,"7,494,432",12.35,"14,656,601",23D
3380 明泰,2010/6/30,"8,657,084",12.07,"11,656,136",
3383 新世紀,2010/6/30,"3,070,150",48.79,"6,819,320",23C
3406 玉晶光,2010/6/30,"2,576,915",,"6,201,649",23U
3413 京鼎,2010/6/30,"568,369",,"3,402,000",23H
3416 融程電,2010/6/30,"966,653",12.93,"2,658,411",23B
3419 譁裕,2010/6/30,"1,360,719",280.69,"1,523,612",23D
3432 台端,2010/6/30,"1,477,149",7.3,"1,595,992",23D
3443 創意,2010/6/30,"2,836,676",32.91,"15,470,793",23G
3450 聯鈞,2010/6/30,"1,408,118",17.46,"5,257,641",
3454 晶睿,2010/6/30,"1,097,168",24.11,"2,969,971",23C
3481 群創,2010/6/30,"293,549,646",17.25,"244,213,753",23C
3494 誠研,2010/6/30,"1,350,711",46,"5,688,387",23T
3501 維熹,2010/6/30,"4,076,051",10,"6,008,219",23D
3504 揚明光,2010/6/30,"2,288,370",48.02,"24,199,307",23C
3515 華擎,2010/6/30,"5,791,086",11.23,"13,977,482",23B
3518 柏騰,2010/6/30,"3,995,298",8.81,"6,321,600",23H
3528 安馳,2010/6/30,"611,255",8.62,"1,435,098",23T
3530 晶相光,2010/6/30,"193,849",,"291,922",23G
3532 台勝科,2010/6/30,"18,595,828",304.03,"47,472,595",23G
3533 嘉澤,2010/6/30,"3,625,787",10.17,"14,252,336",23D
3535 晶彩科,2010/6/30,"1,257,796",242.38,"2,579,700",23H
3536 誠創,2010/6/30,"1,922,328",,"1,523,867",23C
3543 州巧,2010/6/30,"3,146,504",6.51,"3,363,718",23D
3545 敦泰,2010/6/30,"2,511,273",14.88,"6,407,437",23G
3550 聯穎,2010/6/30,"2,273,161",9.3,"2,835,085",23D
3557 嘉威,2010/6/30,"2,240,914",46.26,"2,561,739",23C
3563 牧德,2010/6/30,"307,867",17.09,"739,607",23H
3576 聯合再生,2010/6/30,"7,064,180",12.4,"13,014,141",23C
3583 辛耘,2010/6/30,"1,210,335",,,23H
3588 通嘉,2010/6/30,"1,037,227",20.63,"6,062,400",
3591 艾笛森,2010/6/30,"2,145,112",23.59,"12,258,383",23C
3593 力銘,2010/6/30,"2,023,047",9.82,"3,551,405",23D
3596 智易,2010/6/30,"4,180,774",13.46,"7,383,720",23E
3605 宏致,2010/6/30,"3,329,462",11.13,"8,916,586",23D
3607 谷崧,2010/6/30,"6,115,269",19.9,"7,234,100",23D
3617 碩天,2010/6/30,"2,861,439",15.4,"5,931,073",23D
3622 洋華,2010/6/30,"7,068,594",9.95,"32,659,725",23C
3645 達邁,2010/6/30,"922,664",,,23B
3653 健策,2010/6/30,"3,182,339",26.38,"16,509,363",23D
3661 世芯-KY,2010/6/30,"1,342,494",,,23G
3665 貿聯-KY,2010/6/30,"1,670,445",,,23D
3669 圓展,2010/6/30,"2,143,052",13.95,"9,118,890",23U
3673 TPK-KY,2010/6/30,"5,586,486",,,23C
3679 新至陞,2010/6/30,"2,967,682",11.36,"8,515,680",23D
3682 亞太電,2010/6/30,"19,944,428",,,23K
3686 達能,2010/6/30,"2,018,880",40.55,"9,154,796",23C
3694 海華,2010/6/30,"1,687,119",18.16,"7,041,294",23E
3701 大眾控,2010/6/30,"4,846,185",,"1,331,028",23A
3702 大聯大,2010/6/30,"21,224,597",11.16,"53,691,540",23T
3703 欣陸,2010/6/30,"18,413,341",9.31,"9,883,607",25B
4104 佳醫,2010/6/30,"4,745,603",17.98,"6,784,856",17G
4106 雃博,2010/6/30,"1,272,677",10.85,"2,400,484",17G
4108 懷特,2010/6/30,"1,902,627",,"6,071,739",17C
4119 旭富,2010/6/30,"1,046,649",15.55,"2,564,782",17C
4133 亞諾法,2010/6/30,"1,208,968",38.6,"5,025,682",17C
4141 龍燈-KY,2010/6/30,"2,049,540",,,17C
4142 國光生,2010/6/30,"4,197,211",,,17G
4155 訊映,2010/6/30,"214,200",,,17G
4306 炎洲,2010/6/30,"7,605,742",5.69,"5,423,446",13A
4414 如興,2010/6/30,"466,823",,"407,533",14C
4426 利勤,2010/6/30,"793,919",10.2,"1,118,632",14C
4526 東台,2010/6/30,"4,526,402",17.83,"6,041,538",15A
4532 瑞智,2010/6/30,"5,452,422",25.86,"5,094,405",15C
4720 德淵,2010/6/30,"907,785",22.18,"1,237,618",17F
4722 國精化,2010/6/30,"937,751",22.29,"1,069,130",17F
4737 華廣,2010/6/30,"595,627",18.36,"2,898,800",17G
4739 康普,2010/6/30,"1,123,627",,,17Z
4746 台耀,2010/6/30,"1,275,458",17.09,"3,954,487",17C
4904 遠傳,2010/6/30,"67,432,363",13.32,"129,362,450",23K
4906 正文,2010/6/30,"7,229,082",39.7,"12,495,446",23E
4912 聯德控股-KY,2010/6/30,"455,200",11.8,"1,116,250",23D
4915 致伸,2010/6/30,"3,159,763",9.93,"13,790,844",23C
4916 事欣科,2010/6/30,"319,519",8.7,"1,245,000",23B
4919 新唐,2010/6/30,"2,653,372",15.2,"10,585,254",23G
4927 泰鼎-KY,2010/6/30,"1,400,684",9.51,"2,485,346",23B
4930 燦星網,2010/6/30,"6,942,793",19.45,"6,481,490",15C
4934 太極,2010/6/30,"2,096,886",13.37,"3,611,850",23C
4935 茂林-KY,2010/6/30,"3,055,030",,,23C
4938 和碩,2010/6/30,"119,480,366",4.69,"68,696,193",23A
4942 嘉彰,2010/6/30,"5,717,128",9,"8,466,625",23D
4943 康控-KY,2010/6/30,"702,381",,,23D
4952 凌通,2010/6/30,"1,629,875",,,23G
4956 光鋐,2010/6/30,"1,191,946",,,23C
4958 臻鼎-KY,2010/6/30,"13,115,967",,,23B
4960 誠美材,2010/6/30,"5,489,478",,,23C
4961 天鈺,2010/6/30,"719,860",,,23G
4967 十銓,2010/6/30,"609,886",,,23G
4968 立積,2010/6/30,"515,813",,,23G
4976 佳凌,2010/6/30,"539,452",,,23U
4989 榮科,2010/6/30,"607,454",,,23B
4994 傳奇,2010/6/30,"184,092",,,23X
4999 鑫禾,2010/6/30,"985,214",,,23D
5007 三星,2010/6/30,"3,028,487",31.83,"5,982,803",20A
5203 訊連,2010/6/30,"4,836,302",15.26,"15,119,520",23X
5215 科嘉-KY,2010/6/30,"1,259,585",,,23D
5234 達興材料,2010/6/30,"912,814",,,17F
5258 虹堡,2010/6/30,"513,222",,,23B
5269 祥碩,2010/6/30,"219,288",,,23G
5388 中磊,2010/6/30,"2,440,100",11.57,"3,556,218",23E
5434 崇越,2010/6/30,"3,793,085",10.64,"5,081,553",23T
5469 瀚宇博,2010/6/30,"12,780,092",6.06,"9,734,386",23B
5471 松翰,2010/6/30,"3,099,431",12,"11,197,396",23G
5484 慧友,2010/6/30,"1,390,309",16.85,"2,497,936",23C
5515 建國,2010/6/30,"4,502,227",8.8,"5,094,407",25B
5519 隆大,2010/6/30,"879,904",10.14,"1,554,768",25B
5521 工信,2010/6/30,"4,099,892",16.96,"3,961,808",25B
5522 遠雄,2010/6/30,"24,086,831",4.68,"45,349,789",25A
5525 順天,2010/6/30,"3,085,983",9.09,"3,341,194",25A
5531 鄉林,2010/6/30,"5,994,937",11.64,"11,196,274",25A
5533 皇鼎,2010/6/30,"3,385,487",7.99,"3,759,941",25A
5534 長虹,2010/6/30,"7,031,622",6.07,"13,755,337",25A
5607 遠雄港,2010/6/30,"3,180,484",,"5,133,366",26C
5608 四維航,2010/6/30,"8,121,226",14.72,"15,624,828",26A
5706 鳳凰,2010/6/30,"886,615",23.58,"2,396,983",27C
5871 中租-KY,2010/6/30,"16,606,289",,,28H
5876 上海商銀,2010/6/30,"73,767,587",,,28A
5906 台南-KY,2010/6/30,"1,519,847",,,14C
5907 大洋-KY,2010/6/30,"5,315,791",,,29A
6005 群益證,2010/6/30,"23,637,000",12.82,"25,845,298",30A
6024 群益期,2010/6/30,"1,495,721",16.91,"2,426,039",30C
6108 競國,2010/6/30,"2,944,677",7.86,"5,055,201",23B
6112 聚碩,2010/6/30,"1,531,416",18.19,"1,542,301",23X
6115 鎰勝,2010/6/30,"3,872,605",10.05,"9,015,078",23D
6116 彩晶,2010/6/30,"48,829,107",,"32,234,739",23C
6117 迎廣,2010/6/30,"1,996,304",31.32,"1,710,945",23D
6120 達運,2010/6/30,"9,194,712",12.15,"13,565,596",23C
6128 上福,2010/6/30,"1,490,238",11.03,"3,833,301",23D
6131 鈞泰,2010/6/30,"1,532,110",19.46,"1,845,512",23C
6133 金橋,2010/6/30,"1,562,350",,"1,644,468",23D
