公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
6155 鈞寶,2010/9/30,"1,448,743",13.15,"2,420,630",23D
6164 華興,2010/9/30,"1,518,407",16.01,"2,942,291",23C
6165 浪凡,2010/9/30,"1,059,191",,"1,017,706",23D
6166 凌華,2010/9/30,"2,205,452",12.28,"7,089,322",23B
6168 宏齊,2010/9/30,"3,303,391",25.14,"8,035,069",23C
6172 互億,2010/9/30,"450,297",,"926,973",23E
6176 瑞儀,2010/9/30,"14,486,836",8.51,"19,932,822",23C
6177 達麗,2010/9/30,"955,820",14.73,"2,162,895",
6183 關貿,2010/9/30,"1,845,208",18.6,"2,850,000",23K
6184 大豐電,2010/9/30,"1,363,266",11.62,"3,341,800",
6189 豐藝,2010/9/30,"3,065,934",8.88,"4,439,419",23T
6191 精成科,2010/9/30,"10,371,487",11.47,"9,281,141",23B
6192 巨路,2010/9/30,"2,561,439",11.76,"5,416,453",23T
6196 帆宣,2010/9/30,"3,670,627",,"2,749,631",23H
6197 佳必琪,2010/9/30,"3,299,693",179.04,"22,471,210",23D
6201 亞弘電,2010/9/30,"2,430,297",10.07,"2,604,640",23U
6202 盛群,2010/9/30,"3,657,955",11.68,"10,159,589",23G
6205 詮欣,2010/9/30,"1,502,872",24.49,"2,189,357",23D
6206 飛捷,2010/9/30,"2,210,401",11.91,"6,907,701",23B
6209 今國光,2010/9/30,"3,937,261",22.79,"5,678,794",23U
6213 聯茂,2010/9/30,"5,601,560",9.37,"12,929,223",23B
6214 精誠,2010/9/30,"13,412,073",15.46,"11,155,034",23X
6215 和椿,2010/9/30,"953,088",18.29,"1,867,587",23H
6216 居易,2010/9/30,"1,083,792",12.38,"1,675,948",23E
6224 聚鼎,2010/9/30,"1,504,851",15.47,"5,229,095",23D
6225 天瀚,2010/9/30,"781,477",,"2,587,334",23U
6226 光鼎,2010/9/30,"1,116,856",16.14,"1,376,275",23C
6230 尼得科超眾,2010/9/30,"2,132,617",9.35,"3,799,092",23D
6235 華孚,2010/9/30,"1,537,554",,"2,025,600",23D
6239 力成,2010/9/30,"31,516,385",8.93,"71,894,283",23G
6243 迅杰,2010/9/30,"1,404,604",19.5,"3,917,986",23G
6251 定穎,2010/9/30,"5,280,343",15.09,"5,925,802",23B
6257 矽格,2010/9/30,"6,770,531",8.51,"8,972,895",23G
6269 台郡,2010/9/30,"2,141,819",12.21,"7,621,258",23B
6271 同欣電,2010/9/30,"5,423,198",28.63,"20,700,610",23C
6277 宏正,2010/9/30,"2,810,597",10.89,"6,439,487",23C
6278 台表科,2010/9/30,"10,192,124",6.65,"15,203,702",23B
6281 全國電,2010/9/30,"2,120,553",11.7,"4,700,753",23T
6282 康舒,2010/9/30,"7,646,526",10.43,"13,100,078",23D
6283 淳安,2010/9/30,"1,466,769",30.33,"1,492,012",23C
6285 啟碁,2010/9/30,"7,352,976",13.69,"18,589,484",
6289 華上,2010/9/30,"2,446,800",,"2,974,434",23C
6505 台塑化,2010/9/30,"227,127,153",20.05,"766,839,700",13C
6605 帝寶,2010/9/30,"8,325,983",11.25,"14,177,268",15D
8011 台通,2010/9/30,"947,121",10.19,"2,583,240",23K
8016 矽創,2010/9/30,"3,230,382",12.83,"6,743,194",23G
8021 尖點,2010/9/30,"3,253,750",14.86,"3,649,347",23B
8033 雷虎,2010/9/30,"970,058",,"1,409,608",99Z
8039 台虹,2010/9/30,"4,401,788",17.1,"12,485,675",23B
8046 南電,2010/9/30,"33,160,574",25.73,"75,540,058",23B
8070 長華*,2010/9/30,"3,578,732",13.03,"9,621,073",23T
8072 陞泰,2010/9/30,"4,234,531",11.75,"8,720,000",23C
8081 致新,2010/9/30,"3,963,024",13.22,"11,911,000",23G
8101 華冠,2010/9/30,"3,652,367",,"5,036,579",23K
8103 瀚荃,2010/9/30,"1,464,037",8.62,"3,024,612",23D
8105 凌巨,2010/9/30,"9,156,801",172.56,"10,123,998",23C
8110 華東,2010/9/30,"6,891,683",10.42,"7,528,800",23G
8112 至上,2010/9/30,"3,677,517",10.64,"4,509,991",23T
8114 振樺電,2010/9/30,"1,007,195",11.08,"3,277,219",23B
8131 福懋科,2010/9/30,"8,865,457",11.97,"16,804,436",23G
8163 達方,2010/9/30,"9,813,818",15.75,"13,630,511",23C
8201 無敵,2010/9/30,"2,936,824",,"2,346,158",23Z
8210 勤誠,2010/9/30,"1,757,363",7.94,"3,501,414",23D
8213 志超,2010/9/30,"7,646,399",8.71,"11,248,064",23B
8215 明基材,2010/9/30,"3,472,735",13.49,"8,825,124",
8249 菱光,2010/9/30,"3,121,822",11.43,"3,226,689",23C
8261 富鼎,2010/9/30,"2,352,438",21.29,"4,906,230",23G
8271 宇瞻,2010/9/30,"1,485,929",8.4,"2,785,962",23G
8374 羅昇,2010/9/30,"1,448,030",8.22,"2,467,023",15A
8404 百和興業-KY,2010/9/30,"2,724,531",,,14Z
8411 福貞-KY,2010/9/30,"2,205,359",,"3,486,000",20B
8422 可寧衛,2010/9/30,"1,381,834",,,99L
8926 台汽電,2010/9/30,"7,636,916",9.4,"9,441,281",99D
8940 新天地,2010/9/30,"1,051,278",26.54,"2,303,982",27A
8996 高力,2010/9/30,"1,229,557",71.71,"3,727,640",20A
9105 泰金寶-DR,2010/9/30,"16,795,640",1.9,"3,988,855",23E
911608 明輝-DR,2010/9/30,"1,960,294",,,26E
911616 杜康-DR,2010/9/30,"3,100,666",,,12Z
911622 泰聚亨-DR,2010/9/30,"5,912,938",,,20A
9902 台火,2010/9/30,"963,813",15.67,"1,225,613",99Z
9904 寶成,2010/9/30,"118,155,189",4.91,"79,308,299",99K
9905 大華,2010/9/30,"5,988,843",15.03,"9,790,500",20B
9906 欣巴巴,2010/9/30,"333,014",41.63,"117,180",20B
9907 統一實,2010/9/30,"19,828,608",9.74,"23,987,955",20B
9908 大台北,2010/9/30,"8,970,379",15.35,"9,010,447",99D
9910 豐泰,2010/9/30,"10,498,374",9.3,"16,527,414",99K
9911 櫻花,2010/9/30,"3,362,910",18.22,"7,424,879",99B
9912 偉聯,2010/9/30,"418,723",,"373,766",
9914 美利達,2010/9/30,"6,152,578",11.43,"13,370,670",99Z
9917 中保科,2010/9/30,"9,159,055",15.47,"23,737,849",99I
9918 欣天然,2010/9/30,"2,568,590",19.74,"4,910,606",99D
9919 康那香,2010/9/30,"3,509,913",17.48,"4,277,634",14F
9921 巨大,2010/9/30,"13,848,647",15.06,"44,070,020",99Z
9924 福興,2010/9/30,"3,894,096",9.11,"3,769,040",99B
9925 新保,2010/9/30,"6,354,056",11.53,"8,508,730",99I
9926 新海,2010/9/30,"2,178,200",13.29,"3,904,647",99D
9927 泰銘,2010/9/30,"3,362,081",9.47,"6,780,353",20A
9928 中視,2010/9/30,"1,671,716",,"2,986,290",99H
9929 秋雨,2010/9/30,"1,316,707",,"889,053",99C
9930 中聯資源,2010/9/30,"3,832,283",15.24,"8,066,237",
9931 欣高,2010/9/30,"1,247,382",14.23,"1,789,376",99D
9933 中鼎,2010/9/30,"13,309,031",15.19,"23,808,363",
9934 成霖,2010/9/30,"7,765,262",15.13,"10,628,268",99B
9935 慶豐富,2010/9/30,"2,190,066",49.91,"1,816,941",99B
9937 全國,2010/9/30,"3,985,580",22.02,"10,739,244",99D
9938 百和,2010/9/30,"6,214,954",21.11,"8,950,835",14Z
9939 宏全,2010/9/30,"9,450,746",9.82,"14,558,713",13B
9940 信義,2010/9/30,"5,940,272",12.33,"20,857,839",25D
9941 裕融,2010/9/30,"5,128,664",11.83,"13,558,500",28K
9942 茂順,2010/9/30,"1,867,304",9.34,"3,642,452",15D
9943 好樂迪,2010/9/30,"2,778,730",13.76,"4,375,315",27B
9944 新麗,2010/9/30,"2,645,882",12.83,"2,541,589",14F
9945 潤泰新,2010/9/30,"13,734,058",38.8,"39,712,331",25A
9946 三發地產,2010/9/30,"629,850",29.74,"1,260,000",
9955 佳龍,2010/9/30,"2,736,277",24.6,"5,606,935",99L
9958 世紀鋼,2010/9/30,"1,613,060",51.1,"1,376,333",20A
1101 台泥,2010/6/30,"102,349,225",7.41,"89,876,378",11A
1102 亞泥,2010/6/30,"83,262,589",10.15,"84,794,874",11A
1103 嘉泥,2010/6/30,"16,033,752",,"9,978,490",11A
1104 環泥,2010/6/30,"12,647,512",8.94,"8,273,307",11A
1108 幸福,2010/6/30,"4,200,394",,"2,869,592",11A
1109 信大,2010/6/30,"6,795,080",,"4,079,490",11A
1110 東泥,2010/6/30,"8,193,644",45.94,"6,234,800",11A
1201 味全,2010/6/30,"5,720,482",27.55,"19,356,872",12C
1203 味王,2010/6/30,"4,986,295",24.27,"5,492,900",12Z
1210 大成,2010/6/30,"14,349,327",11.43,"13,214,692",12B
1213 大飲,2010/6/30,"578,532",20.73,"602,258",12C
1215 卜蜂,2010/6/30,"3,786,936",15.57,"4,141,664",12B
1216 統一,2010/6/30,"107,701,995",9.31,"138,747,440",12C
1217 愛之味,2010/6/30,"5,057,699",77.13,"5,640,881",12A
1218 泰山,2010/6/30,"3,650,504",47.44,"5,588,240",12B
1219 福壽,2010/6/30,"3,625,453",22.24,"3,497,414",12B
1220 台榮,2010/6/30,"1,680,950",,"1,634,421",12B
1225 福懋油,2010/6/30,"2,490,920",19.41,"2,250,493",12B
1227 佳格,2010/6/30,"6,473,651",13.03,"25,253,551",12Z
1229 聯華,2010/6/30,"19,175,139",8.01,"12,869,874",12B
1231 聯華食,2010/6/30,"1,784,149",10.75,"2,135,252",12Z
1232 大統益,2010/6/30,"2,623,761",12.04,"6,718,908",12B
1233 天仁,2010/6/30,"1,282,243",23.71,"4,710,732",12Z
1234 黑松,2010/6/30,"9,454,520",35.58,"11,600,676",12C
1235 興泰,2010/6/30,"832,733",198.96,"1,752,446",12B
1236 宏亞,2010/6/30,"1,240,165",11.97,"2,164,867",12Z
1301 台塑,2010/6/30,"216,182,881",11.37,"416,221,472",13A
1303 南亞,2010/6/30,"268,905,532",11.41,"405,963,807",13A
1304 台聚,2010/6/30,"24,550,219",4.94,"15,273,779",13A
1305 華夏,2010/6/30,"4,940,492",88.34,"4,248,030",13A
1307 三芳,2010/6/30,"5,156,609",10.27,"9,834,308",13A
1308 亞聚,2010/6/30,"6,680,753",7.12,"6,940,765",13A
1309 台達化,2010/6/30,"3,390,041",12.68,"3,315,519",13A
1310 台苯,2010/6/30,"6,336,174",,"7,747,539",13A
1312 國喬,2010/6/30,"13,582,768",6.75,"11,287,419",13A
1313 聯成,2010/6/30,"16,697,951",7.64,"17,361,852",13A
1314 中石化,2010/6/30,"24,819,715",6.88,"29,257,881",13A
1315 達新,2010/6/30,"5,397,220",,"4,818,000",13A
1316 上曜,2010/6/30,"924,493",,"680,985",13A
1319 東陽,2010/6/30,"14,400,280",8.58,"21,020,215",15D
1321 大洋,2010/6/30,"2,668,230",270.41,"4,442,307",13A
1323 永裕,2010/6/30,"1,243,033",7.64,"1,466,536",13A
1324 地球,2010/6/30,"971,198",14.3,"1,265,789",13A
1325 恒大,2010/6/30,"1,641,224",10.79,"2,152,335",14F
1326 台化,2010/6/30,"268,658,686",9.04,"421,663,975",13A
1337 再生-KY,2010/6/30,"2,001,452",,,13B
1338 廣華-KY,2010/6/30,"2,557,288",,,15D
1339 昭輝,2010/6/30,"1,149,109",,,15D
1402 遠東新,2010/6/30,"137,063,414",9.42,"155,689,157",14A
1409 新纖,2010/6/30,"24,297,172",13.34,"17,187,163",14A
1410 南染,2010/6/30,"1,196,911",29.75,"1,386,000",14E
1413 宏洲,2010/6/30,"1,363,891",,"919,010",14A
1414 東和,2010/6/30,"1,655,359",,"1,126,400",14A
1416 廣豐,2010/6/30,"5,160,326",21.88,"4,205,840",14B
1417 嘉裕,2010/6/30,"4,240,148",,"3,665,871",14C
1418 東華,2010/6/30,"1,242,052",8.42,"1,332,463",14B
1419 新紡,2010/6/30,"5,929,568",99.49,"9,841,345",
1423 利華,2010/6/30,"2,367,390",235.81,"1,342,250",14D
1432 大魯閣,2010/6/30,"847,499",1.39,"756,337",14C
1434 福懋,2010/6/30,"51,748,288",11.84,"38,241,873",14C
1435 中福,2010/6/30,"1,027,975",,"819,111",23E
1436 華友聯,2010/6/30,"3,341,816",,"2,775,300",25A
1437 勤益控,2010/6/30,"3,603,043",21.28,"4,160,866",23G
1438 三地開發,2010/6/30,"3,695",,"181,267",14B
1439 中和,2010/6/30,"3,189,552",,"3,100,400",
1440 南紡,2010/6/30,"22,733,746",11.75,"19,714,517",14A
1441 大東,2010/6/30,"558,320",,"601,960",14B
1442 名軒,2010/6/30,"2,389,158",5.29,"3,266,071",
1443 立益,2010/6/30,"1,822,924",,"919,506",14B
1444 力麗,2010/6/30,"9,127,864",8.27,"9,369,234",14A
1445 大宇,2010/6/30,"1,783,872",55.26,"1,137,069",14C
1446 宏和,2010/6/30,"1,926,787",,"2,287,247",14C
1447 力鵬,2010/6/30,"8,227,627",8.9,"8,748,404",14A
1449 佳和,2010/6/30,"1,134,518",,"496,064",14C
1451 年興,2010/6/30,"11,970,211",8.04,"10,336,253",14C
1452 宏益,2010/6/30,"1,845,009",18.1,"1,390,175",14A
1453 大將,2010/6/30,"524,375",40.61,"389,368",14B
1454 台富,2010/6/30,"1,498,145",,"959,449",14C
1455 集盛,2010/6/30,"6,255,387",7.31,"6,580,883",14A
1456 怡華,2010/6/30,"510,389",,"236,175",14C
1457 宜進,2010/6/30,"3,108,137",16.71,"1,830,478",14A
1459 聯發,2010/6/30,"3,603,853",24.63,"3,248,375",
1460 宏遠,2010/6/30,"3,578,724",,"2,855,405",14C
1463 強盛,2010/6/30,"1,909,313",8.15,"1,565,687",
1464 得力,2010/6/30,"2,873,280",45.66,"2,117,462",14C
1465 偉全,2010/6/30,"2,121,520",8.86,"1,070,604",14C
1466 聚隆,2010/6/30,"716,901",4.04,"966,560",14A
1467 南緯,2010/6/30,"1,923,164",78.32,"1,616,128",14C
1468 昶和,2010/6/30,"1,614,071",,"2,983,533",14C
1470 大統新創,2010/6/30,"856,454",16.92,"813,071",14E
1471 首利,2010/6/30,"2,703,798",24.09,"4,197,931",23D
1472 三洋紡,2010/6/30,"647,022",,"402,500",14A
1473 台南,2010/6/30,"4,747,582",9.6,"4,984,607",14C
1474 弘裕,2010/6/30,"1,804,800",15.96,"1,195,368",14C
1475 業旺,2010/6/30,"224,395",,"658,003",14C
1476 儒鴻,2010/6/30,"3,321,597",7.97,"4,014,710",14C
1477 聚陽,2010/6/30,"3,416,284",12.18,"11,939,158",14C
1503 士電,2010/6/30,"15,550,635",27.02,"18,338,214",15B
1504 東元,2010/6/30,"36,175,420",9.8,"24,248,866",15B
1506 正道,2010/6/30,"983,609",,"1,559,328",15D
1507 永大,2010/6/30,"9,837,706",9.12,"10,804,566",15B
1512 瑞利,2010/6/30,"2,131,451",864.27,"1,439,872",15D
1513 中興電,2010/6/30,"7,786,239",18.24,"8,208,000",15B
1514 亞力,2010/6/30,"2,455,236",143.65,"2,402,751",15B
1515 力山,2010/6/30,"2,272,358",14.33,"2,722,530",15A
1516 川飛,2010/6/30,"81,726",,"1,048,063",99Z
1517 利奇,2010/6/30,"3,185,461",15.63,"3,052,855",15E
1519 華城,2010/6/30,"3,114,127",12.88,"5,146,579",15B
1521 大億,2010/6/30,"1,382,291",11.92,"4,421,340",15D
1522 堤維西,2010/6/30,"5,693,471",12.73,"5,577,691",15D
1524 耿鼎,2010/6/30,"2,118,648",146.07,"1,867,761",15D
1525 江申,2010/6/30,"2,014,011",8.89,"2,987,444",15D
1526 日馳,2010/6/30,"401,044",107,"434,618",15E
1527 鑽全,2010/6/30,"2,358,454",17.4,"4,666,161",15A
1528 恩德,2010/6/30,"1,654,255",17.8,"1,661,135",15A
1529 樂士,2010/6/30,"765,590",,"1,887,372",15B
1530 亞崴,2010/6/30,"1,943,244",29.72,"3,461,187",15A
1531 高林股,2010/6/30,"4,620,733",10.05,"4,973,638",15A
1532 勤美,2010/6/30,"14,671,572",10.72,"11,131,420",20A
1533 車王電,2010/6/30,"1,784,719",513.18,"2,203,083",15D
1535 中宇,2010/6/30,"2,013,437",10.67,"5,358,428",15B
1536 和大,2010/6/30,"1,836,145",34.34,"2,057,900",15D
1537 廣隆,2010/6/30,"1,786,830",8.21,"3,958,199",15Z
1538 正峰,2010/6/30,"1,732,030",,"5,508,374",15A
1539 巨庭,2010/6/30,"732,730",,"653,046",15A
1540 喬福,2010/6/30,"1,285,085",14.28,"2,777,873",15A
1541 錩泰,2010/6/30,"985,504",10.51,"1,528,957",
1558 伸興,2010/6/30,"1,748,623",9.24,"6,342,030",15A
1560 中砂,2010/6/30,"3,277,500",26.04,"4,935,000",15A
1568 倉佑,2010/6/30,"1,094,291",,"1,018,937",15D
1582 信錦,2010/6/30,"3,565,426",11.69,"8,802,756",23D
1583 程泰,2010/6/30,"3,303,069",18.82,"3,590,032",15A
1587 吉茂,2010/6/30,"699,256",,,15D
1590 亞德客-KY,2010/6/30,"2,719,690",,,15A
1597 直得,2010/6/30,"564,471",,,15A
1603 華電,2010/6/30,"4,244,600",7.7,"3,508,575",16
1604 聲寶,2010/6/30,"7,745,794",,"3,812,296",15C
1605 華新,2010/6/30,"58,634,343",10.92,"36,676,940",16
1608 華榮,2010/6/30,"9,818,089",5.97,"6,675,755",16
1609 大亞,2010/6/30,"7,888,897",11.12,"4,595,488",16
1611 中電,2010/6/30,"5,625,665",16.92,"9,485,667",15C
1612 宏泰,2010/6/30,"5,037,432",16.45,"4,149,133",16
1614 三洋電,2010/6/30,"5,216,786",42.26,"9,703,913",15C
1615 大山,2010/6/30,"1,358,246",9.17,"1,782,040",16
1616 億泰,2010/6/30,"1,895,472",,"1,279,435",16
1617 榮星,2010/6/30,"1,487,149",13.91,"1,107,853",16
1618 合機,2010/6/30,"6,896,217",23.18,"3,905,278",16
1701 中化,2010/6/30,"4,369,881",12.9,"5,797,675",17C
1702 南僑,2010/6/30,"3,585,672",16.94,"10,574,045",12B
1707 葡萄王,2010/6/30,"1,951,143",11.45,"5,886,622",17C
1708 東鹼,2010/6/30,"3,329,281",14.56,"4,498,412",17Z
1709 和益,2010/6/30,"4,965,328",8.19,"4,361,750",17E
1710 東聯,2010/6/30,"12,822,672",9.33,"19,243,898",13A
1711 永光,2010/6/30,"5,926,198",14.92,"10,709,947",17B
1712 興農,2010/6/30,"4,649,899",18.74,"4,620,265",17C
1713 國化,2010/6/30,"2,190,433",32.96,"1,713,294",17B
1714 和桐,2010/6/30,"10,992,558",7.37,"9,918,723",17E
1717 長興,2010/6/30,"17,764,009",9.81,"27,814,110",17F
1718 中纖,2010/6/30,"28,591,564",29.61,"13,400,605",13A
1720 生達,2010/6/30,"2,695,165",15.04,"4,355,497",17C
1721 三晃,2010/6/30,"703,174",,"1,042,515",17F
1722 台肥,2010/6/30,"50,266,911",57.57,"83,300,000",17C
1723 中碳,2010/6/30,"4,672,543",13.43,"22,268,976",17Z
1724 台硝,2010/6/30,"1,519,117",11.14,"1,482,631",17Z
1725 元禎,2010/6/30,"1,796,905",20.45,"3,332,842",17Z
1726 永記,2010/6/30,"5,842,001",9.72,"7,225,200",17B
1727 中華化,2010/6/30,"1,046,746",16.54,"1,706,600",17Z
1730 花仙子,2010/6/30,"685,919",13.51,"893,133",17E
1731 美吾華,2010/6/30,"1,661,200",,"1,984,336",17C
1732 毛寶,2010/6/30,"479,596",28.29,"643,011",17E
1733 五鼎,2010/6/30,"1,405,081",14.17,"5,903,816",
1734 杏輝,2010/6/30,"2,135,804",28.15,"3,933,554",17C
1735 日勝化,2010/6/30,"1,525,100",15.58,"1,595,225",17F
1736 喬山,2010/6/30,"4,500,600",231.94,"8,027,109",17G
1737 臺鹽,2010/6/30,"6,495,929",34.79,"5,339,424",17C
1760 寶齡富錦,2010/6/30,"334,465",,"498,918",17C
1762 中化生,2010/6/30,"1,075,199",20.27,"4,085,640",17C
1773 勝一,2010/6/30,"2,935,456",8.17,"4,919,475",17Z
1776 展宇,2010/6/30,"893,456",8.05,"1,254,938",17F
1783 和康生,2010/6/30,"406,195",,,17G
1786 科妍,2010/6/30,"88,547",,,17G
1789 神隆,2010/6/30,"4,966,686",,,17C
1795 美時,2010/6/30,"544,368",237.68,"1,426,320",17C
1802 台玻,2010/6/30,"47,124,828",12.22,"59,452,251",18
1805 寶徠,2010/6/30,"386,980",,"527,505",25A
1806 冠軍,2010/6/30,"6,154,158",11.76,"8,943,795",18
1808 潤隆,2010/6/30,"1,746,470",9.99,"2,887,008",25A
1809 中釉,2010/6/30,"3,703,209",10.59,"4,192,282",18
1810 和成,2010/6/30,"5,940,668",,"4,091,025",18
1817 凱撒衛,2010/6/30,"686,447",,,18
1903 士紙,2010/6/30,"4,386,924",,"16,070,410",19A
1904 正隆,2010/6/30,"20,539,323",6.98,"12,075,383",19A
1905 華紙,2010/6/30,"10,078,743",8.8,"7,959,252",19B
1906 寶隆,2010/6/30,"1,798,528",,"1,102,300",19A
1907 永豐餘,2010/6/30,"28,755,686",20.59,"18,683,781",19A
1909 榮成,2010/6/30,"13,041,143",102.32,"6,873,534",
2002 中鋼,2010/6/30,"274,927,365",6.97,"390,216,636",20A
2006 東和鋼鐵,2010/6/30,"20,189,733",19.92,"24,794,921",20A
2007 燁興,2010/6/30,"6,517,535",10.13,"4,482,566",20A
2008 高興昌,2010/6/30,"2,009,545",,"3,738,145",20A
2009 第一銅,2010/6/30,"4,258,793",6.26,"4,549,218",20A
2010 春源,2010/6/30,"10,554,248",5.73,"7,328,700",20A
2012 春雨,2010/6/30,"3,498,654",,"2,834,574",20A
2013 中鋼構,2010/6/30,"3,141,171",13.44,"3,588,137",20A
2014 中鴻,2010/6/30,"16,737,332",3.66,"21,562,496",20A
2015 豐興,2010/6/30,"14,116,286",12.36,"24,776,117",20A
2017 官田鋼,2010/6/30,"4,932,469",6.86,"3,123,998",20A
2020 美亞,2010/6/30,"5,007,091",21.37,"5,182,016",20A
2022 聚亨,2010/6/30,"6,209,304",,"3,070,399",20A
2023 燁輝,2010/6/30,"32,513,235",9.27,"16,941,651",20A
2024 志聯,2010/6/30,"1,093,265",6.72,"669,982",20A
2025 千興,2010/6/30,"2,783,946",10.69,"1,985,429",20A
2027 大成鋼,2010/6/30,"12,118,587",13.26,"10,944,861",20A
2028 威致,2010/6/30,"2,230,292",16.59,"1,894,750",20A
2029 盛餘,2010/6/30,"7,839,998",8.11,"6,776,898",20A
2030 彰源,2010/6/30,"3,577,389",10.77,"3,738,470",20A
2031 新光鋼,2010/6/30,"5,515,099",9.74,"6,804,750",20A
2032 新鋼,2010/6/30,"1,629,704",17.78,"2,141,146",20A
2033 佳大,2010/6/30,"956,715",21.76,"1,432,319",20A
2034 允強,2010/6/30,"6,412,114",10.05,"7,563,596",20A
2038 海光,2010/6/30,"3,012,539",45.49,"2,662,200",20A
2049 上銀,2010/6/30,"4,996,593",18.56,"15,056,419",15A
2059 川湖,2010/6/30,"3,301,794",19.36,"15,046,210",20B
2062 橋椿,2010/6/30,"4,285,167",9.26,"5,784,557",99B
2101 南港,2010/6/30,"9,407,751",28.56,"27,424,332",21A
2102 泰豐,2010/6/30,"7,619,238",14.27,"6,305,971",21A
2103 台橡,2010/6/30,"13,341,706",9.81,"28,985,941",21C
2104 國際中橡,2010/6/30,"16,631,159",19,"16,833,716",21C
2105 正新,2010/6/30,"43,346,155",8.13,"107,964,764",21A
2106 建大,2010/6/30,"10,649,167",8.07,"17,959,500",21A
2107 厚生,2010/6/30,"8,449,746",8.38,"11,432,900",21B
2108 南帝,2010/6/30,"4,848,308",14.11,"6,828,926",21C
2109 華豐,2010/6/30,"4,675,448",82.08,"3,803,801",21A
2114 鑫永銓,2010/6/30,"1,055,660",12.08,"1,646,035",21B
2201 裕隆,2010/6/30,"67,579,119",15.65,"50,018,824",22A
2204 中華,2010/6/30,"42,514,968",14.45,"26,156,440",22A
2206 三陽工業,2010/6/30,"16,140,825",14.16,"10,824,166",22A
2207 和泰車,2010/6/30,"25,257,313",8.65,"42,656,580",22X
2208 台船,2010/6/30,"12,038,128",13.3,"17,088,942",22B
2227 裕日車,2010/6/30,"17,062,058",9.13,"24,870,000",22X
2228 劍麟,2010/6/30,"1,302,105",,,15D
2231 為升,2010/6/30,"1,028,362",12.63,"3,972,564",15D
2233 宇隆,2010/6/30,"616,037",,,15D
2301 光寶科,2010/6/30,"80,311,389",6.93,"80,320,951",23C
2302 麗正,2010/6/30,"1,849,452",59.26,"1,356,167",23D
2303 聯電,2010/6/30,"206,124,941",10.94,"186,376,537",23G
2305 全友,2010/6/30,"1,177,259",,"1,020,074",23C
2308 台達電,2010/6/30,"86,988,539",14.58,"246,800,615",23D
2312 金寶,2010/6/30,"21,837,449",21.06,"12,657,462",23E
2313 華通,2010/6/30,"14,577,491",,"9,737,169",23B
2314 台揚,2010/6/30,"4,864,462",,"6,483,598",23K
2316 楠梓電,2010/6/30,"5,132,245",15.26,"4,905,306",23B
2317 鴻海,2010/6/30,"494,644,148",11.66,"977,998,134",23A
2321 東訊,2010/6/30,"3,058,161",,"2,916,817",23E
2323 中環,2010/6/30,"40,548,644",,"22,963,907",23C
2324 仁寶,2010/6/30,"112,305,773",6.94,"165,485,038",23A
2327 國巨,2010/6/30,"30,825,645",10.06,"28,752,692",23D
2328 廣宇,2010/6/30,"13,159,692",34.36,"23,760,876",23D
2329 華泰,2010/6/30,"4,077,475",,"4,969,323",23G
2330 台積電,2010/6/30,"496,872,737",11.44,"1,569,844,030",23G
2331 精英,2010/6/30,"22,292,815",40.81,"13,750,102",23B
2332 友訊,2010/6/30,"14,747,989",15.05,"15,898,089",23E
2337 旺宏,2010/6/30,"41,407,804",9.16,"71,530,784",23G
2338 光罩,2010/6/30,"5,005,253",11.49,"3,829,660",23G
2340 光磊,2010/6/30,"6,779,149",19.48,"12,232,870",23C
2342 茂矽,2010/6/30,"6,768,425",,"9,502,479",23G
2344 華邦電,2010/6/30,"35,907,194",24.04,"29,800,451",23G
2345 智邦,2010/6/30,"7,266,660",13.33,"8,036,957",23E
2347 聯強,2010/6/30,"31,482,686",18.46,"93,593,524",23T
2348 海悅,2010/6/30,"25,786",,"305,461",23G
2349 錸德,2010/6/30,"34,878,219",,"21,389,772",23C
2351 順德,2010/6/30,"3,548,315",10.72,"6,994,387",23G
2352 佳世達,2010/6/30,"28,581,598",10.69,"30,851,472",23C
2353 宏碁,2010/6/30,"88,816,290",13.97,"202,235,435",23A
2354 鴻準,2010/6/30,"47,305,263",13.6,"104,494,300",23D
2355 敬鵬,2010/6/30,"10,066,226",7.88,"9,062,886",23B
2356 英業達,2010/6/30,"40,727,845",10.32,"48,528,527",23A
2357 華碩,2010/6/30,"101,229,597",7.14,"152,565,332",23A
2358 廷鑫,2010/6/30,"697,050",10.37,"991,250",
2359 所羅門,2010/6/30,"4,149,322",14.96,"2,501,158",23T
2360 致茂,2010/6/30,"6,873,092",14.61,"21,829,827",23H
2362 藍天,2010/6/30,"7,858,767",77.9,"43,288,063",23A
2363 矽統,2010/6/30,"11,969,319",39.05,"14,382,546",23G
2364 倫飛,2010/6/30,"1,393,777",,"1,261,624",23A
2365 昆盈,2010/6/30,"4,194,957",14.42,"9,136,866",23C
2367 燿華,2010/6/30,"7,325,530",,"4,550,154",23B
2368 金像電,2010/6/30,"9,238,613",97.98,"5,862,503",23B
2369 菱生,2010/6/30,"6,108,937",10.34,"7,241,027",23G
2371 大同,2010/6/30,"92,432,039",,"31,647,021",23A
2373 震旦行,2010/6/30,"6,009,528",22.18,"14,543,319",23T
2374 佳能,2010/6/30,"9,153,078",8.83,"20,951,508",23U
2375 凱美,2010/6/30,"2,281,300",,"2,635,002",23D
2376 技嘉,2010/6/30,"20,129,687",9.54,"20,290,247",23B
2377 微星,2010/6/30,"25,068,176",33.51,"18,230,457",23B
